Mã trường,Mã ngành,Tên ngành,Tổ hợp môn năm 2019,Tổ hợp môn năm 2020,Tổ hợp môn năm 2021,Tổ hợp môn năm 2022,Tổ hợp môn năm 2023,Tổ hợp môn năm 2024,Tổ hợp môn năm 2025,Điểm chuẩn năm 2019,Điểm chuẩn năm 2020,Điểm chuẩn năm 2021,Điểm chuẩn năm 2022,Điểm chuẩn năm 2023,Điểm chuẩn năm 2024,Điểm chuẩn năm 2025
QHX,QHX12_D78,Nhật Bản học,D78,D78,D78,D78,D78,D78,,24.5,25.75,26.9,26.25,25.75,26.43,
QHX,QHX12_D81,Nhật Bản học,D81,,,,,,,21.75,,,,,,
QHX,QHX12_D83,Nhật Bản học,D83,,,,,,,19.0,,,,,,
QHX,QHX13_C00,Quan hệ công chúng,C00,C00,C00,C00,C00,C00,C00,26.75,29.0,29.3,29.95,28.78,29.1,25.8
QHX,QHX13_C03,Quan hệ công chúng,,,,,,,C03,,,,,,,24.8
QHX,QHX13_C04,Quan hệ công chúng,,,,,,,C04,,,,,,,24.8
QHX,QHX13_D01,Quan hệ công chúng,D01,D01,D01,D01,D01,D01,D01,23.75,26.0,27.1,26.75,26.75,26.45,24.3
QHX,QHX13_D03,Quan hệ công chúng,D03,,,,,,,21.25,,,,,,
QHX,QHX13_D04,Quan hệ công chúng,D04,D04,D04,D04,D04,D04,,21.25,24.75,27.0,26.0,26.2,26.4,
QHX,QHX13_D06,Quan hệ công chúng,,,D06,,,,,,,27.0,,,,
QHX,QHX13_D14,Quan hệ công chúng,,,,,,,D14,,,,,,,24.8
QHX,QHX13_D15,Quan hệ công chúng,,,,,,,D15,,,,,,,24.8
QHX,QHX13_D66,Quan hệ công chúng,,,,,,,D66,,,,,,,24.8
QHX,QHX13_D78,Quan hệ công chúng,D78,D78,D78,D78,D78,D78,,24.0,25.5,27.5,27.5,27.5,27.36,
QHX,QHX13_D82,Quan hệ công chúng,D82,,,,,,,20.0,,,,,,
QHX,QHX13_D83,Quan hệ công chúng,D83,D83,D83,D83,,,,19.75,24.0,25.8,26.0,,,
QHX,QHX14_A00,Quản lý thông tin,A00,,,,,,,21.0,,,,,,
QHX,QHX14_A01,Quản lý thông tin,,A01,A01,A01,A01,A01,,,20.0,25.3,25.25,24.5,25.36,
QHX,QHX14_C00,Quản lý thông tin,C00,C00,C00,C00,C00,C00,,23.75,27.5,28.0,29.0,26.8,28.37,
QHX,QHX14_D01,Quản lý thông tin,D01,D01,D01,D01,D01,D01,D01,21.5,24.25,26.0,25.5,25.25,25.83,21.75
QHX,QHX14_D03,Quản lý thông tin,D03,,,,,,,18.5,,,,,,
QHX,QHX14_D04,Quản lý thông tin,D04,D04,D04,,,,,18.0,21.25,24.5,,,,
QHX,QHX14_D06,Quản lý thông tin,,,D06,,,,D06,,,24.5,,,,21.75
QHX,QHX14_D78,Quản lý thông tin,D78,D78,D78,D78,D78,D78,,21.0,23.25,26.2,25.9,25.0,26.36,
QHX,QHX14_D82,Quản lý thông tin,D82,,,,,,,18.0,,,,,,
QHX,QHX14_D83,Quản lý thông tin,D83,D83,D83,,,,,18.0,18.0,27.3,,,,
QHX,QHX15_A01,Quản trị dịch vụ du lịch và lữ hành,,A01,A01,A01,A01,A01,,,24.5,26.0,25.25,25.5,25.61,
QHX,QHX15_C00,Quản trị dịch vụ du lịch và lữ hành,,,,,,C00,C00,,,,,,28.58,28.95
QHX,QHX15_C03,Quản trị dịch vụ du lịch và lữ hành,,,,,,,C03,,,,,,,26.45
QHX,QHX15_C04,Quản trị dịch vụ du lịch và lữ hành,,,,,,,C04,,,,,,,26.45
QHX,QHX15_D01,Quản trị dịch vụ du lịch và lữ hành,D01,D01,D01,D01,D01,D01,D01,23.75,25.75,26.5,25.8,26.0,25.99,25.45
QHX,QHX15_D03,Quản trị dịch vụ du lịch và lữ hành,D03,,,,,,,19.5,,,,,,
QHX,QHX15_D04,Quản trị dịch vụ du lịch và lữ hành,D04,,,,,,,21.5,,,,,,
QHX,QHX15_D14,Quản trị dịch vụ du lịch và lữ hành,,,,,,,D14,,,,,,,25.95
QHX,QHX15_D15,Quản trị dịch vụ du lịch và lữ hành,,,,,,,D15,,,,,,,25.95
QHX,QHX15_D66,Quản trị dịch vụ du lịch và lữ hành,,,,,,,D66,,,,,,,25.95
QHX,QHX15_D78,Quản trị dịch vụ du lịch và lữ hành,D78,D78,D78,D78,D78,D78,,24.25,25.25,27.0,26.1,26.4,26.74,
QHX,QHX15_D82,Quản trị dịch vụ du lịch và lữ hành,D82,,,,,,,19.25,,,,,,
QHX,QHX15_D83,Quản trị dịch vụ du lịch và lữ hành,D83,,,,,,,20.0,,,,,,
QHX,QHX16_A01,Quản trị khách sạn,,A01,A01,A01,A01,A01,,,24.25,26.0,24.75,25.0,25.46,
QHX,QHX16_C00,Quản trị khách sạn,,,,,,C00,C00,,,,,,28.26,26.99
QHX,QHX16_C03,Quản trị khách sạn,,,,,,,C03,,,,,,,24.99
QHX,QHX16_C04,Quản trị khách sạn,,,,,,,C04,,,,,,,24.99
QHX,QHX16_D01,Quản trị khách sạn,D01,D01,D01,D01,D01,D01,D01,23.5,25.25,26.1,25.15,25.5,25.71,24.49
QHX,QHX16_D03,Quản trị khách sạn,D03,,,,,,,23.0,,,,,,
QHX,QHX16_D04,Quản trị khách sạn,D04,,,,,,,21.75,,,,,,
QHX,QHX16_D14,Quản trị khách sạn,,,,,,,D14,,,,,,,24.99
QHX,QHX16_D15,Quản trị khách sạn,,,,,,,D15,,,,,,,24.99
QHX,QHX16_D66,Quản trị khách sạn,,,,,,,D66,,,,,,,24.99
QHX,QHX16_D78,Quản trị khách sạn,D78,D78,D78,D78,D78,D78,,23.75,25.25,26.6,25.25,25.5,26.38,
QHX,QHX16_D82,Quản trị khách sạn,D82,,,,,,,19.5,,,,,,
QHX,QHX16_D83,Quản trị khách sạn,D83,,,,,,,20.0,,,,,,
QHX,QHX17_A00,Quản trị văn phòng,A00,,,,,,,21.75,,,,,,
QHX,QHX17_A01,Quản trị văn phòng,,A01,A01,A01,A01,A01,,,22.5,25.6,24.75,25.0,25.5,
QHX,QHX17_C00,Quản trị văn phòng,C00,C00,C00,C00,C00,C00,C00,25.5,28.5,28.8,29.0,27.0,28.6,27.87
QHX,QHX17_C03,Quản trị văn phòng,,,,,,,C03,,,,,,,25.37
QHX,QHX17_C04,Quản trị văn phòng,,,,,,,C04,,,,,,,25.37
QHX,QHX17_D01,Quản trị văn phòng,D01,D01,D01,D01,D01,D01,D01,22.0,24.5,26.0,25.25,25.25,25.73,24.37
QHX,QHX17_D03,Quản trị văn phòng,D03,,,,,,,21.0,,,,,,
QHX,QHX17_D04,Quản trị văn phòng,D04,D04,D04,D04,D04,D04,,20.0,23.75,26.0,25.0,25.5,25.57,
QHX,QHX17_D06,Quản trị văn phòng,,,D06,,,,,,,26.0,,,,
QHX,QHX17_D14,Quản trị văn phòng,,,,,,,D14,,,,,,,24.87
QHX,QHX17_D15,Quản trị văn phòng,,,,,,,D15,,,,,,,24.87
QHX,QHX17_D66,Quản trị văn phòng,,,,,,,D66,,,,,,,24.87
QHX,QHX17_D78,Quản trị văn phòng,D78,D78,D78,D78,D78,D78,,22.25,24.5,26.5,25.5,25.75,26.52,
QHX,QHX17_D82,Quản trị văn phòng,D82,,,,,,,18.0,,,,,,
QHX,QHX17_D83,Quản trị văn phòng,D83,D83,D83,D83,,,,18.0,20.0,23.8,25.0,,,
QHX,QHX18_A00,Quốc tế học,A00,,,,,,,21.0,,,,,,
QHX,QHX18_A01,Quốc tế học,,,A01,A01,A01,A01,,,,25.7,25.25,24.0,24.68,
QHX,QHX18_C00,Quốc tế học,C00,,C00,C00,C00,C00,C00,26.5,,28.8,29.0,27.7,28.55,27.49
QHX,QHX18_C03,Quốc tế học,,,,,,,C03,,,,,,,24.99
QHX,QHX18_C04,Quốc tế học,,,,,,,C04,,,,,,,24.99
QHX,QHX18_D01,Quốc tế học,D01,D01,D01,D01,D01,D01,D01,22.75,24.75,26.2,25.75,25.4,25.33,23.99
QHX,QHX18_D03,Quốc tế học,D03,,,,,,,18.75,,,,,,
QHX,QHX18_D04,Quốc tế học,D04,D04,D04,D04,D04,,,19.0,22.5,25.5,25.0,25.25,,
QHX,QHX18_D06,Quốc tế học,,,D06,,,,,,,25.5,,,,
QHX,QHX18_D14,Quốc tế học,,,,,,,D14,,,,,,,24.49
QHX,QHX18_D15,Quốc tế học,,,,,,,D15,,,,,,,24.49
QHX,QHX18_D66,Quốc tế học,,,,,,,D66,,,,,,,24.49
QHX,QHX18_D78,Quốc tế học,D78,D78,D78,D78,D78,D78,,23.0,24.5,26.9,25.75,25.75,26.18,
QHX,QHX18_D82,Quốc tế học,D82,,,,,,,18.0,,,,,,
QHX,QHX18_D83,Quốc tế học,D83,D83,D83,D83,,,,18.0,23.25,21.7,25.25,,,
QHX,QHX18_Α01,Quốc tế học,,Α01,,,,,,,23.0,,,,,
QHX,QHX18_С00,Quốc tế học,,С00,,,,,,,28.75,,,,,
QHX,QHX19_A00,Tâm lý học,A00,,,,,,,22.5,,,,,,
QHX,QHX19_A01,Tâm lý học,,A01,A01,A01,A01,A01,,,24.75,26.5,26.5,27.0,26.47,
QHX,QHX19_C00,Tâm lý học,C00,C00,C00,C00,C00,C00,C00,25.5,28.0,28.0,29.0,28.0,28.6,27.43
QHX,QHX19_C03,Tâm lý học,,,,,,,C03,,,,,,,25.43
QHX,QHX19_C04,Tâm lý học,,,,,,,C04,,,,,,,25.43
QHX,QHX19_D01,Tâm lý học,D01,D01,D01,D01,D01,D01,D01,22.75,25.5,27.0,26.25,27.0,26.18,24.93
QHX,QHX19_D03,Tâm lý học,D03,,,,,,,21.0,,,,,,
QHX,QHX19_D04,Tâm lý học,D04,D04,D04,D04,D04,,,19.5,21.5,25.7,24.25,25.5,,
QHX,QHX19_D06,Tâm lý học,,,D06,,,,,,,25.7,,,,
QHX,QHX19_D14,Tâm lý học,,,,,,,D14,,,,,,,25.43
QHX,QHX19_D15,Tâm lý học,,,,,,,D15,,,,,,,25.43
QHX,QHX19_D66,Tâm lý học,,,,,,,D66,,,,,,,25.43
QHX,QHX19_D78,Tâm lý học,D78,D78,D78,D78,D78,D78,,23.0,24.25,27.0,26.5,27.25,26.71,
QHX,QHX19_D82,Tâm lý học,D82,,,,,,,23.0,,,,,,
QHX,QHX19_D83,Tâm lý học,D83,D83,D83,D83,,,,18.0,19.5,24.7,24.2,,,
QHX,QHX20_A00,Thông tin - Thư viện,A00,,,,,,,17.5,,,,,,
QHX,QHX20_A01,Thông tin - Thư viện,,A01,A01,A01,A01,,,,16.0,23.6,23.5,23.0,,
QHX,QHX20_C00,Thông tin - Thư viện,C00,C00,C00,C00,C00,C00,C00,20.75,23.25,25.2,26.5,25.0,27.38,26.5
QHX,QHX20_C03,Thông tin - Thư viện,,,,,,,C03,,,,,,,24.0
QHX,QHX20_C04,Thông tin - Thư viện,,,,,,,C04,,,,,,,24.0
QHX,QHX20_D01,Thông tin - Thư viện,D01,D01,D01,D01,D01,D01,D01,17.75,21.75,24.1,23.5,23.8,24.82,23.0
QHX,QHX20_D03,Thông tin - Thư viện,D03,,,,,,,18.0,,,,,,
QHX,QHX20_D04,Thông tin - Thư viện,D04,D04,D04,,,,,18.0,18.0,23.5,,,,
QHX,QHX20_D06,Thông tin - Thư viện,,,D06,,,,,,,23.5,,,,
QHX,QHX20_D14,Thông tin - Thư viện,,,,,,D14,D14,,,,,,26.23,23.5
QHX,QHX20_D15,Thông tin - Thư viện,,,,,,,D15,,,,,,,25.3
QHX,QHX20_D66,Thông tin - Thư viện,,,,,,,D66,,,,,,,23.5
QHX,QHX20_D78,Thông tin - Thư viện,D78,D78,D78,D78,D78,D78,,17.5,19.5,24.5,23.75,24.25,25.55,
QHX,QHX20_D82,Thông tin - Thư viện,D82,,,,,,,18.0,,,,,,
QHX,QHX20_D83,Thông tin - Thư viện,D83,D83,D83,,,,,18.0,18.0,22.4,,,,
QHX,QHX21_A00,Tôn giáo học,A00,,,,,,,17.0,,,,,,
QHX,QHX21_A01,Tôn giáo học,,,A01,A01,A01,A01,,,,18.1,22.0,22.0,22.95,
QHX,QHX21_C00,Tôn giáo học,C00,,C00,C00,C00,C00,C00,18.75,,23.7,25.5,25.0,26.73,29.0
QHX,QHX21_C03,Tôn giáo học,,,,,,,C03,,,,,,,26.5
QHX,QHX21_C04,Tôn giáo học,,,,,,,C04,,,,,,,26.5
QHX,QHX21_D01,Tôn giáo học,D01,D01,D01,D01,D01,D01,D01,17.0,19.0,23.7,22.5,23.5,24.49,25.5
QHX,QHX21_D03,Tôn giáo học,D03,,,,,,,17.0,,,,,,
QHX,QHX21_D04,Tôn giáo học,D04,,,D04,D04,D04,,17.0,,,20.25,22.6,24.75,
QHX,QHX21_D14,Tôn giáo học,,,,,,,D14,,,,,,,26.0
QHX,QHX21_D15,Tôn giáo học,,,,,,,D15,,,,,,,26.0
QHX,QHX21_D66,Tôn giáo học,,,,,,,D66,,,,,,,26.0
QHX,QHX21_D78,Tôn giáo học,D78,D78,D78,D78,D78,D78,,17.0,18.0,22.6,22.9,23.5,24.78,
QHX,QHX21_D82,Tôn giáo học,D82,,,,,,,17.0,,,,,,
QHX,QHX21_D83,Tôn giáo học,D83,D83,D83,D83,,,,17.0,18.0,20.0,20.0,,,
QHX,QHX21_Α01,Tôn giáo học,,Α01,,,,,,,17.0,,,,,
QHX,QHX21_С00,Tôn giáo học,,С00,,,,,,,21.0,,,,,
QHX,QHX22_A00,Triết học,A00,,,,,,,17.75,,,,,,
QHX,QHX22_A01,Triết học,,,A01,A01,A01,,,,,23.2,22.0,22.5,,
QHX,QHX22_C00,Triết học,C00,,C00,C00,C00,C00,C00,19.5,,24.9,26.25,25.3,27.58,25.41
QHX,QHX22_C03,Triết học,,,,,,,C03,,,,,,,24.41
QHX,QHX22_C04,Triết học,,,,,,,C04,,,,,,,24.41
QHX,QHX22_D01,Triết học,D01,D01,D01,D01,D01,D01,D01,17.5,21.5,24.2,23.25,24.0,25.02,23.91
QHX,QHX22_D03,Triết học,D03,,,,,,,18.0,,,,,,
QHX,QHX22_D04,Triết học,D04,D04,D04,D04,D04,D04,,18.0,18.0,21.5,21.0,23.4,24.3,
QHX,QHX22_D06,Triết học,,,D06,,,,,,,21.5,,,,
QHX,QHX22_D14,Triết học,,,,,,,D14,,,,,,,24.41
QHX,QHX22_D15,Triết học,,,,,,,D15,,,,,,,24.41
QHX,QHX22_D66,Triết học,,,,,,,D66,,,,,,,24.41
QHX,QHX22_D78,Triết học,D78,D78,D78,D78,D78,D78,,17.5,18.25,23.6,23.25,24.5,25.54,
QHX,QHX22_D82,Triết học,D82,,,,,,,18.0,,,,,,
QHX,QHX22_D83,Triết học,D83,D83,D83,D83,,,,18.0,18.0,20.0,21.0,,,
QHX,QHX22_Α01,Triết học,,Α01,,,,,,,19.0,,,,,
QHX,QHX22_С00,Triết học,,С00,,,,,,,22.25,,,,,
QHX,QHX23_C00,Văn học,C00,C00,C00,C00,C00,C00,C00,22.5,25.25,26.8,27.75,26.8,28.31,25.0
QHX,QHX23_C03,Văn học,,,,,,,C03,,,,,,,24.0
QHX,QHX23_C04,Văn học,,,,,,,C04,,,,,,,24.0
QHX,QHX23_D01,Văn học,D01,D01,D01,D01,D01,D01,D01,20.0,23.5,25.3,24.75,25.75,25.99,23.5
QHX,QHX23_D03,Văn học,D03,,,,,,,18.0,,,,,,
QHX,QHX23_D04,Văn học,D04,D04,D04,D04,D04,D04,,18.0,18.0,24.5,21.25,24.5,25.3,
QHX,QHX23_D06,Văn học,,,D06,,,,,,,24.5,,,,
QHX,QHX23_D14,Văn học,,,,,,,D14,,,,,,,24.0
QHX,QHX23_D15,Văn học,,,,,,,D15,,,,,,,24.0
QHX,QHX23_D66,Văn học,,,,,,,D66,,,,,,,24.0
QHX,QHX23_D78,Văn học,D78,D78,D78,D78,D78,D78,,20.0,22.0,25.5,24.5,25.75,26.82,
QHX,QHX23_D82,Văn học,D82,,,,,,,18.0,,,,,,
QHX,QHX23_D83,Văn học,D83,D83,D83,D83,,,,18.0,18.0,18.2,22.0,,,
QHX,QHX24_C00,Việt Nam học,C00,C00,C00,C00,C00,C00,C00,25.0,27.25,26.3,27.5,26.0,27.75,25.89
QHX,QHX24_C03,Việt Nam học,,,,,,,C03,,,,,,,24.89
QHX,QHX24_C04,Việt Nam học,,,,,,,C04,,,,,,,24.89
QHX,QHX24_D01,Việt Nam học,D01,D01,D01,D01,D01,D01,D01,21.0,23.25,24.4,24.0,24.5,24.97,24.39
QHX,QHX24_D03,Việt Nam học,D03,,,,,,,18.0,,,,,,
QHX,QHX24_D04,Việt Nam học,D04,D04,D04,D04,D04,D04,,18.0,18.0,22.8,21.5,23.0,25.29,
QHX,QHX24_D06,Việt Nam học,,,D06,,,,,,,22.8,,,,
QHX,QHX24_D14,Việt Nam học,,,,,,,D14,,,,,,,24.89
QHX,QHX24_D15,Việt Nam học,,,,,,,D15,,,,,,,24.89
QHX,QHX24_D66,Việt Nam học,,,,,,,D66,,,,,,,24.89
QHX,QHX24_D78,Việt Nam học,D78,D78,D78,D78,D78,D78,,21.0,22.25,25.6,23.5,24.75,25.68,
QHX,QHX24_D82,Việt Nam học,D82,,,,,,,18.0,,,,,,
QHX,QHX24_D83,Việt Nam học,D83,D83,D83,D83,,,,18.0,20.0,22.4,20.25,,,
QHX,QHX25_A00,Xã hội học,A00,,,,,,,18.0,,,,,,
QHX,QHX25_A01,Xã hội học,,,A01,A01,A01,A01,,,,24.7,23.5,24.0,25.2,
QHX,QHX25_C00,Xã hội học,C00,,C00,C00,C00,C00,C00,23.5,,27.1,27.75,26.5,28.25,27.22
QHX,QHX25_C03,Xã hội học,,,,,,,C03,,,,,,,25.22
QHX,QHX25_C04,Xã hội học,,,,,,,C04,,,,,,,25.22
QHX,QHX25_D01,Xã hội học,D01,D01,D01,D01,D01,D01,D01,21.0,23.75,25.5,24.5,25.2,25.65,24.72
QHX,QHX25_D03,Xã hội học,D03,,,,,,,20.0,,,,,,
QHX,QHX25_D04,Xã hội học,D04,D04,D04,D04,D04,,,18.0,20.0,23.9,23.0,24.0,,
QHX,QHX25_D06,Xã hội học,,,D06,,,,,,,23.9,,,,
QHX,QHX25_D14,Xã hội học,,,,,,,D14,,,,,,,25.22
QHX,QHX25_D15,Xã hội học,,,,,,,D15,,,,,,,25.22
QHX,QHX25_D66,Xã hội học,,,,,,,D66,,,,,,,25.22
QHX,QHX25_D78,Xã hội học,D78,D78,D78,D78,D78,D78,,19.75,22.75,25.5,25.25,25.7,26.34,
QHX,QHX25_D82,Xã hội học,D82,,,,,,,18.0,,,,,,
QHX,QHX25_D83,Xã hội học,D83,D83,D83,D83,,,,18.0,18.0,23.1,22.0,,,
QHX,QHX25_Α01,Xã hội học,,Α01,,,,,,,17.5,,,,,
QHX,QHX25_С00,Xã hội học,,С00,,,,,,,25.75,,,,,
QHY,7720101,Y khoa,B00,B00,B00,B00,B00,B00,,25.6,28.35,28.15,27.3,26.75,27.15,
QHY,7720101_B00,Y khoa,,,,,,,B00,,,,,,,27.43
QHY,7720101_D08,Y khoa,,,,,,,D08,,,,,,,26.68
QHY,7720201,Dược học,A00,A00,A00,A00,A00,A00,,24.2,26.7,26.05,25.7,24.35,25.1,
QHY,7720201_A00,Dược học,,,,,,,A00,,,,,,,23.09
QHY,7720201_D07,Dược học,,,,,,,D07,,,,,,,21.59
QHY,7720601,Kỹ thuật xét nghiệm y học,B00,B00,B00,B00,B00,B00,,22.2,25.55,25.85,25.15,23.55,24.83,
QHY,7720601_B00,Kỹ thuật xét nghiệm y học,,,,,,,B00,,,,,,,21.75
QHY,7720601_D08,Kỹ thuật xét nghiệm y học,,,,,,,D08,,,,,,,20.5
QSA,7140201,Giáo dục Mầm non,M02;M03;M05;M06,M02;M03;M05;M06,M02;M03;M05;M06,M02;M03;M05;M06,M02;M03;M05;M06,M00;M01;M10;M13,A00;A02;X01;X06;X08;X10;A01;A03;A04;A05;A06;A07;X05;X24;X26;B00;B02;B03;B08;X04;X12;X14;X20;X65;D01;D07;D09;D10;D14;D15;X25;X27;X28;X78;X80;X81;M00;M01;M26;M27;M28;M29;M30,18.0,18.5,19.0,19.0,19.6,22.79,23.48
QSA,7140202,Giáo dục Tiểu học,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,,18.0,18.5,20.0,24.5,23.26,26.63,
QSA,7140202_A00,Giáo dục Tiểu học,,,,,,,A00,,,,,,,23.01
QSA,7140202_A01,Giáo dục Tiểu học,,,,,,,A01,,,,,,,23.01
QSA,7140202_A02,Giáo dục Tiểu học,,,,,,,A02,,,,,,,23.01
QSA,7140202_A03,Giáo dục Tiểu học,,,,,,,A03,,,,,,,23.01
QSA,7140202_A04,Giáo dục Tiểu học,,,,,,,A04,,,,,,,23.01
QSA,7140202_A05,Giáo dục Tiểu học,,,,,,,A05,,,,,,,23.01
QSA,7140202_A06,Giáo dục Tiểu học,,,,,,,A06,,,,,,,23.01
QSA,7140202_A07,Giáo dục Tiểu học,,,,,,,A07,,,,,,,23.01
QSA,7140202_B00,Giáo dục Tiểu học,,,,,,,B00,,,,,,,23.01
QSA,7140202_B02,Giáo dục Tiểu học,,,,,,,B02,,,,,,,23.01
QSA,7140202_B03,Giáo dục Tiểu học,,,,,,,B03,,,,,,,23.01
QSA,7140202_B08,Giáo dục Tiểu học,,,,,,,B08,,,,,,,23.01
QSA,7140202_C01,Giáo dục Tiểu học,,,,,,,C01,,,,,,,23.28
QSA,7140202_C02,Giáo dục Tiểu học,,,,,,,C02,,,,,,,23.28
QSA,7140202_C03,Giáo dục Tiểu học,,,,,,,C03,,,,,,,23.28
QSA,7140202_C04,Giáo dục Tiểu học,,,,,,,C04,,,,,,,23.28
QSA,7140202_C08,Giáo dục Tiểu học,,,,,,,C08,,,,,,,23.28
QSA,7140202_D01,Giáo dục Tiểu học,,,,,,,D01,,,,,,,23.01
QSA,7140202_D07,Giáo dục Tiểu học,,,,,,,D07,,,,,,,23.01
QSA,7140202_D09,Giáo dục Tiểu học,,,,,,,D09,,,,,,,23.01
QSA,7140202_D10,Giáo dục Tiểu học,,,,,,,D10,,,,,,,23.01
QSA,7140202_D14,Giáo dục Tiểu học,,,,,,,D14,,,,,,,23.01
QSA,7140202_D15,Giáo dục Tiểu học,,,,,,,D15,,,,,,,23.01
QSA,7140202_M00,Giáo dục Tiểu học,,,,,,,M00,,,,,,,23.01
QSA,7140202_M01,Giáo dục Tiểu học,,,,,,,M01,,,,,,,23.01
QSA,7140202_M26,Giáo dục Tiểu học,,,,,,,M26,,,,,,,23.01
QSA,7140202_M27,Giáo dục Tiểu học,,,,,,,M27,,,,,,,23.01
QSA,7140202_M28,Giáo dục Tiểu học,,,,,,,M28,,,,,,,23.01
QSA,7140202_M29,Giáo dục Tiểu học,,,,,,,M29,,,,,,,23.01
QSA,7140202_M30,Giáo dục Tiểu học,,,,,,,M30,,,,,,,23.01
QSA,7140202_X01,Giáo dục Tiểu học,,,,,,,X01,,,,,,,23.01
QSA,7140202_X04,Giáo dục Tiểu học,,,,,,,X04,,,,,,,23.01
QSA,7140202_X05,Giáo dục Tiểu học,,,,,,,X05,,,,,,,23.01
QSA,7140202_X06,Giáo dục Tiểu học,,,,,,,X06,,,,,,,23.01
QSA,7140202_X08,Giáo dục Tiểu học,,,,,,,X08,,,,,,,23.01
QSA,7140202_X10,Giáo dục Tiểu học,,,,,,,X10,,,,,,,23.01
QSA,7140202_X12,Giáo dục Tiểu học,,,,,,,X12,,,,,,,23.01
QSA,7140202_X14,Giáo dục Tiểu học,,,,,,,X14,,,,,,,23.01
QSA,7140202_X17,Giáo dục Tiểu học,,,,,,,X17,,,,,,,23.28
QSA,7140202_X20,Giáo dục Tiểu học,,,,,,,X20,,,,,,,23.01
QSA,7140202_X24,Giáo dục Tiểu học,,,,,,,X24,,,,,,,23.01
QSA,7140202_X25,Giáo dục Tiểu học,,,,,,,X25,,,,,,,23.01
QSA,7140202_X26,Giáo dục Tiểu học,,,,,,,X26,,,,,,,23.01
QSA,7140202_X27,Giáo dục Tiểu học,,,,,,,X27,,,,,,,23.01
QSA,7140202_X28,Giáo dục Tiểu học,,,,,,,X28,,,,,,,23.01
QSA,7140202_X65,Giáo dục Tiểu học,,,,,,,X65,,,,,,,23.01
QSA,7140202_X70,Giáo dục Tiểu học,,,,,,,X70,,,,,,,23.28
QSA,7140202_X74,Giáo dục Tiểu học,,,,,,,X74,,,,,,,23.28
QSA,7140202_X78,Giáo dục Tiểu học,,,,,,,X78,,,,,,,23.01
QSA,7140202_X80,Giáo dục Tiểu học,,,,,,,X80,,,,,,,23.01
QSA,7140202_X81,Giáo dục Tiểu học,,,,,,,X81,,,,,,,23.01
QSA,7140205,Giáo dục Chính trị,C00;C13;D01;D66,C00;C19;D01;D66,C00;C19;D01;D66,C00;C19;D01;D66,C00;C19;D01;D66,C00;C19;D01;D66,,18.0,18.5,19.0,24.5,25.81,26.99,
QSA,7140205_A00,Giáo dục Chính trị,,,,,,,A00,,,,,,,25.3
QSA,7140205_A01,Giáo dục Chính trị,,,,,,,A01,,,,,,,25.3
QSA,7140205_A02,Giáo dục Chính trị,,,,,,,A02,,,,,,,25.3
QSA,7140205_A03,Giáo dục Chính trị,,,,,,,A03,,,,,,,25.3
QSA,7140205_A04,Giáo dục Chính trị,,,,,,,A04,,,,,,,25.3
QSA,7140205_A05,Giáo dục Chính trị,,,,,,,A05,,,,,,,25.3
QSA,7140205_A06,Giáo dục Chính trị,,,,,,,A06,,,,,,,25.3
QSA,7140205_A07,Giáo dục Chính trị,,,,,,,A07,,,,,,,25.3
QSA,7140205_B00,Giáo dục Chính trị,,,,,,,B00,,,,,,,25.3
QSA,7140205_B02,Giáo dục Chính trị,,,,,,,B02,,,,,,,25.3
QSA,7140205_B03,Giáo dục Chính trị,,,,,,,B03,,,,,,,25.3
QSA,7140205_B08,Giáo dục Chính trị,,,,,,,B08,,,,,,,25.3
QSA,7140205_C00,Giáo dục Chính trị,,,,,,,C00,,,,,,,28.0
QSA,7140205_C01,Giáo dục Chính trị,,,,,,,C01,,,,,,,25.13
QSA,7140205_C02,Giáo dục Chính trị,,,,,,,C02,,,,,,,25.13
QSA,7140205_C03,Giáo dục Chính trị,,,,,,,C03,,,,,,,25.13
QSA,7140205_C04,Giáo dục Chính trị,,,,,,,C04,,,,,,,25.13
QSA,7140205_C08,Giáo dục Chính trị,,,,,,,C08,,,,,,,25.13
QSA,7140205_D01,Giáo dục Chính trị,,,,,,,D01,,,,,,,25.3
QSA,7140205_D07,Giáo dục Chính trị,,,,,,,D07,,,,,,,25.3
QSA,7140205_D09,Giáo dục Chính trị,,,,,,,D09,,,,,,,25.3
QSA,7140205_D10,Giáo dục Chính trị,,,,,,,D10,,,,,,,25.3
QSA,7140205_D14,Giáo dục Chính trị,,,,,,,D14,,,,,,,25.3
QSA,7140205_D15,Giáo dục Chính trị,,,,,,,D15,,,,,,,25.3
QSA,7140205_M00,Giáo dục Chính trị,,,,,,,M00,,,,,,,25.3
QSA,7140205_M01,Giáo dục Chính trị,,,,,,,M01,,,,,,,25.3
QSA,7140205_M26,Giáo dục Chính trị,,,,,,,M26,,,,,,,25.3
QSA,7140205_M27,Giáo dục Chính trị,,,,,,,M27,,,,,,,25.3
QSA,7140205_M28,Giáo dục Chính trị,,,,,,,M28,,,,,,,25.3
QSA,7140205_M29,Giáo dục Chính trị,,,,,,,M29,,,,,,,25.3
QSA,7140205_M30,Giáo dục Chính trị,,,,,,,M30,,,,,,,25.3
